timestamp,symbol,signal,entry_ltp,exit_ltp,pnl,smma20,smma120,smma_gap,smma20_slope,smma120_slope,smma_gap_change,ltp,return_1m,return_5m,return_20m,avg_ltp_20m,avg_ltp_60m,distance_from_avg_20m,distance_from_avg_60m,rolling_std_5m,rolling_std_20m,signal_buy,target
2026-08-11T11:38:00,RELIANCE,SELL,444.36,443.03,1.33,451.3617766163864,451.6505919631925,-0.288815346806075,-0.0008157844757287561,-0.00013562955603876474,-0.30724908007482554,444.36,0.00020257951245871168,0.00045028818443801474,-0.029654539896056216,444.36,444.36,0.0,0.0,0.0007137436927140425,0.001249960421532787,0.0,1
2026-08-11T14:25:00,RELIANCE,BUY,443.03,419.47,-23.56,430.3631986018828,430.13520016526087,0.22799843662193098,0.0015514990679469617,0.00025198348631008086,0.558314095318849,443.03,0.0015825288811520553,0.006886363636363574,0.0422028276365005,443.03,443.03,0.0,0.0,0.00040275047579292416,0.0010856098396519898,1.0,0
2026-08-12T10:27:00,RELIANCE,SELL,419.47,427.64,-8.17,439.61685476314324,440.4386560508485,-0.8218012877052843,-0.002406207399917004,-0.00039991205109849706,-0.8841535833029184,419.47,-0.003444835123063738,-0.01871476360914216,-0.06693211139781113,419.47,419.47,0.0,0.0,0.00042665371824893877,0.0007718523445064536,0.0,0
2026-08-12T13:00:00,RELIANCE,BUY,427.64,423.04,-4.6,424.86408525772157,424.8259838774677,0.038101380253863226,0.00034399479477581154,5.56663470630247e-05,0.12245358160242859,427.64,0.0,0.0038497652582159306,0.0068988250806432784,427.64,427.64,0.0,0.0,0.0008650093445433094,0.0013791347074402283,1.0,0
2026-08-12T13:08:00,RELIANCE,SELL,423.04,431.55,-8.51,424.78763960703066,424.82228573790627,-0.034646130875614745,-0.00021648727658578204,-3.5253948704072416e-05,-0.0770038408740561,423.04,-0.0011333585190781105,-0.0052671181339351775,-0.012696041822255408,423.04,423.04,0.0,0.0,0.0003156887704700054,0.001124295618985308,0.0,0
2026-08-13T10:00:00,RELIANCE,BUY,431.55,456.55,25.0,408.8168287690599,407.9521172223917,0.864711546668218,0.0029352869843055594,0.000486326622382234,0.9981811604190511,431.55,0.006882874475034971,0.03315776873354087,0.06708372484051232,431.55,431.55,0.0,0.0,0.00036758587209716236,0.002592591234423202,1.0,1
2026-08-13T13:36:00,RELIANCE,SELL,456.55,476.72,-20.17,464.1936462284005,464.4119178586496,-0.21827163024909169,-0.0008659076249638359,-0.0001422382520740478,-0.3362306332886078,456.55,-0.0005910424237117066,-0.0057276013763665565,-0.008082212614335,456.55,456.55,0.0,0.0,0.0004015533673141015,0.0007750211137070128,0.0,0
2026-08-13T14:05:00,RELIANCE,BUY,476.72,458.0,-18.72,464.41064987943565,463.8888372051687,0.5218126742669256,0.0013969653183554776,0.00023249097003575983,0.5400356352256495,476.72,0.001954643855482475,0.015291561954253113,0.046264594855587836,476.72,476.72,0.0,0.0,0.0006797319274783019,0.0014248318753338146,1.0,0
2026-08-13T14:53:00,RELIANCE,SELL,458.0,472.77,-14.77,465.9625156507912,466.08318661716237,-0.12067096637116492,-0.0008985769919053848,-0.0001457165629983456,-0.3511538331348447,458.0,0.0021223989672450984,0.001246092298275131,-0.03886510534709977,458.0,458.0,0.0,0.0,0.0009717928599582183,0.0018373817431742248,0.0,0
2026-08-13T15:16:00,RELIANCE,BUY,472.77,456.43,-16.34,466.14863961388056,465.9282920811621,0.2203475327184492,0.0007481591712110075,0.00012341049065874767,0.2909993080452864,472.77,0.0014404033129276344,0.011835459292868703,0.026243813493097106,472.77,472.77,0.0,0.0,0.0005174830910754367,0.0009089290601707893,1.0,0
2026-08-14T10:02:00,RELIANCE,SELL,456.43,465.5,-9.07,467.2583910491968,467.53146485177666,-0.2730738025798587,-0.0012182146967629893,-0.0001994967539910809,-0.47662569777560293,456.43,-0.0027965305542810353,-0.014402936730727739,-0.03396969183880801,456.43,456.43,0.0,0.0,0.000516990008569539,0.0012003892459689076,0.0,0
2026-08-12T14:53:00,INFY,BUY,227.01,206.36,-20.65,213.64508006438342,213.06490170892786,0.5801783554555584,0.00330333119438074,0.0005503026851906011,0.5862311387917032,227.01,0.00048479506390473876,0.011540860885839067,0.05921052631578946,227.01,227.01,0.0,0.0,0.0010769978715028273,0.0014447472466601605,1.0,0
2026-08-13T09:16:00,INFY,SELL,206.36,220.25,-13.89,214.4001678813707,214.5583568665776,-0.1581889852069196,-0.0019698359648070633,-0.0003209925812391266,-0.35427297541710345,206.36,0.0012129445441754403,-9.690861517580101e-05,-0.0799821667409719,206.36,206.36,0.0,0.0,0.0010803436240995504,0.002875441705553198,0.0,0
2026-08-13T09:31:00,INFY,BUY,220.25,205.95,-14.3,214.7456452512305,214.52218463277094,0.2234606184595691,0.001350873649445199,0.00022442296332466637,0.2415699792685757,220.25,0.0012273843076643796,0.01981756725471131,0.06720612462447914,220.25,220.25,0.0,0.0,0.001848587436375501,0.0026552036946902104,1.0,0
2026-08-13T10:36:00,INFY,SELL,205.95,73.62,132.33,217.1362090073682,217.57382762137658,-0.437618614008386,-0.0027040898343089446,-0.00044874602617858337,-0.49106861878402697,205.95,-0.0048801700811752,-0.031825874388868046,-0.05414714797464876,205.95,205.95,0.0,0.0,0.00104297539143969,0.0030323094812962624,0.0,1
2026-08-14T14:07:00,INFY,BUY,73.62,50.18,-23.44,63.85162315540858,63.700836857109685,0.15078629829889678,0.00811723091130491,0.001310242228874592,0.430770784958618,73.62,0.0031339419539447334,0.033263157894736904,0.059738016409961216,73.62,73.62,0.0,0.0,0.0021773570957507307,0.008171055316203083,1.0,0
2026-08-12T09:44:00,TCS,SELL,385.14,401.32,-16.18,394.4980672794944,394.7808539417194,-0.2827866622249644,-0.001246940712984968,-0.000205174481497691,-0.4115142774733158,385.14,-0.0006486935312281066,-0.006372384613400137,-0.03425275827482453,385.14,385.14,0.0,0.0,0.00047120411555524747,0.001659962949269674,0.0,0
2026-08-12T10:38:00,TCS,BUY,401.32,390.71,-10.61,393.6008697551085,393.3798054234648,0.22106433164367445,0.0010332543050066737,0.0001696468472039916,0.3395456887164414,401.32,0.0019473710490836688,0.014664239482200676,0.013587917361216334,401.32,401.32,0.0,0.0,0.000890030794651727,0.0022806224730421605,1.0,0
2026-08-12T11:25:00,TCS,SELL,390.71,400.06,-9.35,395.3555976830347,395.4630443898244,-0.1074467067896876,-0.0006180613692129995,-0.00010098924891678667,-0.20456359171799932,390.71,0.0015893768104796448,0.005352134420914454,-0.02796367707426299,390.71,390.71,0.0,0.0,0.0010543084398413707,0.0024189501838363875,0.0,0
2026-08-12T11:41:00,TCS,BUY,400.06,394.38,-5.68,395.65320415046057,395.46044903240755,0.19275511805301448,0.0005865557639593986,9.774799736111553e-05,0.19328493485670606,400.06,0.0007254171148410848,0.01304094603833779,0.030392005357234873,400.06,400.06,0.0,0.0,0.001221997090836865,0.001425669285295579,1.0,0
2026-08-12T12:10:00,TCS,SELL,394.38,397.45,-3.07,395.62093282412036,395.6490458271285,-0.02811300300811581,-0.00016506071341500757,-2.69530871517848e-05,-0.05464800325290753,394.38,0.0004820010654760337,0.0034859163888959683,-0.01043809906157481,394.38,394.38,0.0,0.0,0.0003927519336689717,0.0011358850915542738,0.0,0
2026-08-12T12:13:00,TCS,BUY,397.45,382.22,-15.23,395.6633510300802,395.65471889293866,0.008632137141546536,0.00023771852947226173,3.8131659769425506e-05,0.07894776045390017,397.45,0.0048542462012995625,0.008986824401512944,0.0011082844260849795,397.45,397.45,0.0,0.0,0.0016638702749370302,0.001639667452778903,1.0,0
2026-08-12T12:47:00,TCS,SELL,382.22,409.66,-27.44,396.27108158428416,396.8293112257062,-0.5582296414220309,-0.0018627477124914156,-0.00030927491719867525,-0.616763288474715,382.22,0.00041878239020055755,-0.006782215523737642,-0.07486385090160946,382.22,382.22,0.0,0.0,0.0019376561486946747,0.0022535687911120514,0.0,0
2026-08-12T13:41:00,TCS,BUY,409.66,444.84,35.18,393.4282394244718,393.19171660967294,0.2365228147988887,0.002176158703698229,0.00035208692131484857,0.7159142521325066,409.66,0.005004661204062657,0.022590549412146506,0.0525423293337788,409.66,409.66,0.0,0.0,0.0006113509081211157,0.0013938769800063127,1.0,1
2026-08-11T13:33:00,TATAMOTORS,SELL,374.01,398.0,-23.99,389.5895334476609,390.268334557549,-0.6788011098880702,-0.0021002957815762593,-0.00034995626188053365,-0.6833507844662563,374.01,-0.0013350778350377827,-0.00748348061460073,-0.05285149918962724,374.01,374.01,0.0,0.0,0.0008556660492329301,0.0014219155680262744,0.0,0
2026-08-11T14:20:00,TATAMOTORS,BUY,398.0,407.29,9.29,389.10059330278636,388.73687285698645,0.36372044579991325,0.0012052264891561186,0.00020028199080366762,0.3905484216060131,398.0,0.0019888723848846216,0.008156441562389248,0.03476067909419443,398.0,398.0,0.0,0.0,0.00078368746538633,0.001299201189560815,1.0,1
2026-08-12T13:09:00,TATAMOTORS,SELL,407.29,436.35,-29.06,425.8755067696584,426.5959009626929,-0.7203941930345081,-0.0022916155738548108,-0.0003801555223075501,-0.8159501049527762,407.29,-0.0018380550926379766,-0.010855838352438241,-0.05772256153988522,407.29,407.29,0.0,0.0,0.0007779096186154927,0.0014081619097879377,0.0,0
2026-08-12T14:24:00,TATAMOTORS,BUY,436.35,469.66,33.31,416.2884238472334,415.6861986726402,0.6022251745931726,0.0025428459919311698,0.00041790648184611325,0.8822270397874377,436.35,0.0022509589544525764,0.01175570395102961,0.06082707315294299,436.35,436.35,0.0,0.0,0.0003791915908549451,0.0009344148113964854,1.0,1
2026-08-13T12:51:00,TATAMOTORS,SELL,469.66,498.51,-28.85,483.470347476196,483.7048172033619,-0.23446972716590153,-0.0015011660159751168,-0.0002439398556789595,-0.6088367195062006,469.66,-0.0040291797438289445,-0.014106385658507851,-0.037641128619142164,469.66,469.66,0.0,0.0,0.0006837631927200082,0.0007889405633398911,0.0,0
2026-08-13T14:04:00,TATAMOTORS,BUY,498.51,484.12,-14.39,478.6482124858006,477.94313267203773,0.7050798137628931,0.0021887583503791114,0.00036174458146800206,0.8725264197073557,498.51,0.0032804701336338663,0.019156069836856533,0.07363456237077877,498.51,498.51,0.0,0.0,0.0004744588806768849,0.0006516123818485703,1.0,0
2026-08-11T12:40:00,HDFCBANK,BUY,122.43,199.18,76.75,113.12238988000652,112.72597612112114,0.3964137588853873,0.004349314351699044,0.0007239276666055178,0.40832779769151273,122.43,0.011233170892872006,0.02417600803078468,0.04231227651966638,122.43,122.43,0.0,0.0,0.0033305115597424013,0.005646594883118475,1.0,1
2026-08-12T12:30:00,HDFCBANK,SELL,199.18,219.39,-20.21,225.66382397329298,226.2019864641825,-0.5381624908895333,-0.0061389039627069535,-0.0010028549980262158,-1.1668099557728624,199.18,-0.00762293856808331,-0.046209835751568284,-0.16507377598926892,199.18,199.18,0.0,0.0,0.0016096703853589896,0.004814206396775546,0.0,0
2026-08-12T13:59:00,HDFCBANK,BUY,219.39,225.69,6.3,210.82445445212937,210.46807111251272,0.3563833396166558,0.0021429405068668812,0.0003563529100019881,0.37584399439816707,219.39,0.0048090134652376245,0.008457825787175247,0.015412385448486457,219.39,219.39,0.0,0.0,0.0023846842130401972,0.0017495142309581495,1.0,1
2026-08-13T12:33:00,HDFCBANK,SELL,225.69,236.79,-11.1,257.4318579059662,258.1602410908703,-0.7283831849040894,-0.006447734839813336,-0.0010558212882043764,-1.3977649314831524,225.69,-0.00852260246891885,-0.046232514896674126,-0.18638018674068998,225.69,225.69,0.0,0.0,0.0018295092715909487,0.0023684601817243055,0.0,0
2026-08-13T15:06:00,HDFCBANK,BUY,236.79,218.7,-18.09,226.85204780019544,226.60605162474295,0.24599617545248975,0.0023110167991310156,0.0003777998397680576,0.4374707176677646,236.79,0.0031774275546517542,0.022497625010795316,0.06575749392384546,236.79,236.79,0.0,0.0,0.0010080053671375857,0.002103158384767667,1.0,0
2026-08-14T11:32:00,HDFCBANK,SELL,218.7,236.18,-17.48,234.36808324039254,234.57849939032985,-0.21041614993731628,-0.0035062138097819513,-0.0005684958866767949,-0.6912031920346919,218.7,-0.0030996444525481213,-0.030885806708911237,-0.11704146311922164,218.7,218.7,0.0,0.0,0.0017717745354279997,0.0016608647142601473,0.0,0
2026-08-11T15:11:00,ICICIBANK,SELL,465.68,500.0,-34.32,481.272602806123,481.7622061212352,-0.4896033151121628,-0.0017022915756621506,-0.00028044268982767973,-0.6855187163313303,465.68,-0.0015865528922430622,-0.008600868602571789,-0.04522901545905606,465.68,465.68,0.0,0.0,0.00040960822036973185,0.0006149060026587403,0.0,0
2026-08-12T09:49:00,ICICIBANK,BUY,500.0,474.81,-25.19,476.825195329267,476.8223382375451,0.0028570917218644354,0.0025645764014824365,0.0004086424705576523,1.0249562947061008,500.0,0.0,0.004177377892030816,0.0912265386294195,500.0,500.0,0.0,0.0,0.0016709511568123265,0.0028242027080455237,1.0,0
2026-08-12T12:15:00,ICICIBANK,SELL,474.81,454.11,20.7,489.6222338637482,490.1439552283437,-0.5217213645955212,-0.0015896989286211557,-0.00026282666195673326,-0.6507344893619234,474.81,-0.004445096764724392,-0.01866319444444439,-0.040962249288008186,474.81,474.81,0.0,0.0,0.0004964319158334708,0.0013282330938961665,0.0,1
2026-08-13T10:30:00,ICICIBANK,BUY,454.11,481.91,27.8,430.5002709108573,430.3829767342231,0.11729417663417507,0.002894805276243079,0.0004634922269814229,1.0432305703485554,454.11,0.0013009349091551241,0.009604482091642752,0.06448663853727142,454.11,454.11,0.0,0.0,0.0006983747669338264,0.0017524605894539344,1.0,1
2026-08-14T10:34:00,ICICIBANK,SELL,481.91,498.9,-16.99,490.56747598610684,490.76596141844516,-0.19848543233831606,-0.0009279738582156099,-0.00015161719918210817,-0.3812367869952027,481.91,0.0009762379528082986,-0.0011606939291562215,-0.027387583757164755,481.91,481.91,0.0,0.0,0.0007209555054339489,0.001290508934932949,0.0,0
2026-08-14T11:04:00,ICICIBANK,BUY,498.9,488.51,-10.39,490.53159083900675,490.35970758056396,0.17188325844279007,0.0008986952508568993,0.0001463775819724615,0.36867542423215127,498.9,0.0016463218760038411,0.009939472458956594,0.027685082190087747,498.9,498.9,0.0,0.0,0.0003129349080832866,0.0010775462506338823,1.0,0
2026-08-12T11:50:00,PNB,SELL,445.23,439.52,5.71,463.6417499218196,463.7001216553452,-0.058371733525575564,-0.002085701605937376,-0.0003346110206889326,-0.8138283632220578,445.23,-0.0013906022204777492,-0.011039537983118549,-0.05290363752393108,445.23,445.23,0.0,0.0,0.000719068510287844,0.0007685358080686482,0.0,1
2026-08-12T15:26:00,PNB,BUY,439.52,405.49,-34.03,415.81593180487096,415.266800198154,0.5491316067169691,0.003009353074801017,0.0004910300501956342,1.0437741348895315,439.52,-0.0009092562284052421,0.005605509414967828,0.06835196888672826,439.52,439.52,0.0,0.0,0.0016466171393909764,0.0016883834448789639,1.0,0
2026-08-13T10:10:00,PNB,SELL,405.49,400.67,4.82,419.7531988171657,419.75456576893356,-0.0013669517678636112,-0.001785226453800751,-0.0002854908284043478,-0.6308243740083981,405.49,-0.003881396320043197,-0.015777081968008932,-0.04496208017334772,405.49,405.49,0.0,0.0,0.0006948621464993287,0.0008269952925469842,0.0,1
2026-08-13T13:37:00,PNB,BUY,400.67,369.92,-30.75,388.4780568073131,388.14323741067096,0.3348193966421604,0.0016545153086714348,0.00027127992752923975,0.5364143081524162,400.67,0.0034310042574505497,0.01938684645719375,0.031219436866217108,400.67,400.67,0.0,0.0,0.0009346702848236654,0.0017875089289780917,1.0,0
2026-08-13T10:00:00,FEDERALBNK,BUY,139.2,273.91,134.71,133.25022827307043,133.08579093219646,0.16443734087397388,0.00235559465221043,0.00038621517348261236,0.261765972231899,139.2,0.0031709426347650456,0.022401762761659807,0.021726365237815466,139.2,139.2,0.0,0.0,0.0011823576511779208,0.0031215753016849567,1.0,1
2026-08-14T11:04:00,FEDERALBNK,SELL,273.91,266.85,7.06,285.0273615185622,285.4459184479629,-0.4185569294007223,-0.002048664955221648,-0.0003394954141717753,-0.4881837992913347,273.91,-0.007428612842440769,-0.01803255180325508,-0.013114754098360605,273.91,273.91,0.0,0.0,0.0019359475622170803,0.0031769211033281734,0.0,1
2026-08-14T14:07:00,FEDERALBNK,BUY,266.85,248.78,-18.07,259.784168304954,259.73705621475307,0.047112090200926104,0.0014335708209666982,0.00023018046102169645,0.31211324183584566,266.85,0.0010879351740697046,0.01071888493295978,0.0420164785817488,266.85,266.85,0.0,0.0,0.0009506840421921164,0.0009969545152372446,1.0,0
2026-08-11T11:19:00,IDFCFIRSTB,BUY,365.5,362.03,-3.47,353.98083074870755,353.74920842265135,0.23162232605619693,0.001715664161328576,0.00027921962005539194,0.5075259181486445,365.5,0.0012052813236180292,0.00788660930950809,0.02899774774774778,365.5,365.5,0.0,0.0,0.0007122226245828644,0.0008758103789885069,1.0,0
2026-08-11T13:53:00,IDFCFIRSTB,SELL,362.03,358.61,3.42,381.4472966023353,381.9685991886609,-0.5213025863255893,-0.0026720133800786266,-0.0004384595738778402,-0.8544117253840113,362.03,-0.002094875823479279,-0.01081996775868203,-0.07795945395273027,362.03,362.03,0.0,0.0,0.0012003000451172344,0.002453602028931305,0.0,1
2026-08-12T12:25:00,IDFCFIRSTB,BUY,358.61,323.83,-34.78,335.255285257688,335.0491586284066,0.2061266292814139,0.0036799386350085594,0.0005912784016664717,1.0312052491263444,358.61,0.002936570086139421,0.02603645103144409,0.09086207945488838,358.61,358.61,0.0,0.0,0.0014322648470628209,0.001623709644358958,1.0,0
2026-08-12T13:11:00,IDFCFIRSTB,SELL,323.83,344.85,-21.02,337.7157365721988,337.92036546890506,-0.20462889670625373,-0.002159360787266919,-0.00035027470915768605,-0.6124218081302502,323.83,-0.0017878610400420482,-0.015594601167315163,-0.06361507098863604,323.83,323.83,0.0,0.0,0.0008862369974224463,0.000720971311603425,0.0,0
2026-08-12T14:22:00,IDFCFIRSTB,BUY,344.85,400.76,55.91,331.8545977076414,331.6065807599036,0.248016947737824,0.0020653055599335647,0.0003357189081044273,0.5726793043913858,344.85,0.001801121343287931,0.01025340559542991,0.04938835128720108,344.85,344.85,0.0,0.0,0.0004985835628686533,0.0009478064456560939,1.0,1
2026-08-13T12:24:00,IDFCFIRSTB,SELL,400.76,435.04,-34.28,420.08984931090697,420.80670334526934,-0.7168540343623704,-0.0024159180046541343,-0.00040016539399054653,-0.8489007980707584,400.76,-0.001619291995715189,-0.005434917483558749,-0.07807683459857373,400.76,400.76,0.0,0.0,0.0005340509109039627,0.002244531195139243,0.0,0
2026-08-13T13:21:00,IDFCFIRSTB,BUY,435.04,477.01,41.97,416.3751570354417,415.7513530182921,0.6238040171496095,0.0023648945369523326,0.0003900232384512929,0.8202706855949486,435.04,0.002719771354814933,0.01566549156024569,0.0683168803103973,435.04,435.04,0.0,0.0,0.0008758391760173997,0.0008916980448217492,1.0,1
2026-08-14T12:40:00,IDFCFIRSTB,SELL,477.01,497.39,-20.38,489.608161942057,489.6191184385118,-0.010956496454809894,-0.0013524374338285082,-0.00021636420792198597,-0.5571021763702788,477.01,-0.0038009314370444484,-0.01643366736772656,-0.02993512700058981,477.01,477.01,0.0,0.0,0.00046757705807521906,0.0011412082608280609,0.0,0
2026-08-14T14:13:00,IDFCFIRSTB,BUY,497.39,465.07,-32.32,475.0616075726283,474.4963849219674,0.5652226506609281,0.002479873819619108,0.00040561184247593955,0.9827952288254664,497.39,0.0003821399839098908,0.00919125106521116,0.06332171793830302,497.39,497.39,0.0,0.0,0.0010718905201190243,0.0010330156075208645,1.0,0
2026-08-12T14:09:00,CANBK,BUY,77.69,47.09,-30.6,60.37451693348693,60.0590950429466,0.3154218905403283,0.015326144340601686,0.0024729853118255723,0.7631823488416813,77.69,0.018351028968409903,0.07574079202436997,0.3743145232619847,77.69,77.69,0.0,0.0,0.002806811030858758,0.007391665914911131,1.0,0
2026-08-12T14:59:00,CANBK,SELL,47.09,63.47,-16.38,61.61575420737638,61.85378611226822,-0.2380319048918338,-0.01225569252765518,-0.0020017704136003683,-0.6404479498207394,47.09,-0.03305954825462011,-0.19075442515896193,-0.26753771970757506,47.09,47.09,0.0,0.0,0.008122078275727017,0.019406716884478693,0.0,0
2026-08-13T10:34:00,CANBK,BUY,63.47,79.9,16.43,49.47508855481372,49.31539406428723,0.15969449052649054,0.015112776777214246,0.0024177816427063898,0.6176280182214171,63.47,0.008420718144264398,0.08347558893820417,0.5629155380448165,63.47,63.47,0.0,0.0,0.0062877042518311435,0.008076114878300433,1.0,1
2026-08-11T11:59:00,BANKBARODA,SELL,143.2,163.76,-20.56,169.15307674962258,169.33978143199846,-0.18670468237587556,-0.008010551213165764,-0.0012954868473077125,-1.146289379034556,143.2,-0.0064525081523624985,-0.04271675914165395,-0.20752628666297732,143.2,143.2,0.0,0.0,0.0019384875607364376,0.003045555623170953,0.0,0
2026-08-11T14:10:00,BANKBARODA,BUY,163.76,183.17,19.41,149.99369708193663,149.5179475282181,0.47574955371854344,0.004853931542013146,0.0008010876972010571,0.6048611456372157,163.76,0.004909180166912021,0.030131471346794943,0.15437755533624684,163.76,163.76,0.0,0.0,0.0019422401911445108,0.0023150700915561015,1.0,1
2026-08-12T13:00:00,BANKBARODA,SELL,183.17,185.81,-2.64,202.0961567594855,202.41627119003016,-0.32011443054466326,-0.004904733756323811,-0.0007983757747786914,-0.8343801423123125,183.17,0.0013667176907937897,-0.009784841604497796,-0.12342075038284848,183.17,183.17,0.0,0.0,0.0027682546204702892,0.0038693289133638303,0.0,0
2026-08-13T09:40:00,BANKBARODA,BUY,185.81,161.67,-24.14,159.85351923133464,159.1325575620701,0.7209616692645398,0.008619806145353695,0.0014107512282192478,1.1419503782178424,185.81,0.010056534029136737,0.05036743923120405,0.20242024202420242,185.81,185.81,0.0,0.0,0.00042150420521114377,0.004151503846899734,1.0,0
2026-08-13T12:25:00,BANKBARODA,SELL,161.67,172.1,-10.43,182.13228564997016,182.4862477582832,-0.3539621083130555,-0.005878318993595868,-0.0009576553556430179,-0.9020359508797355,161.67,-0.011978243598362208,-0.06565335490955333,-0.16686421025508902,161.67,161.67,0.0,0.0,0.0016614914123792843,0.006202739302153528,0.0,0
2026-08-13T14:33:00,BANKBARODA,BUY,172.1,182.21,10.11,153.20002458541285,152.915592119893,0.284432465519842,0.0065354860821724885,0.0010553773519706025,0.8335220365386249,172.1,0.01009508158234534,0.04926228508718439,0.17997943092218033,172.1,172.1,0.0,0.0,0.001254224875061861,0.0031640478455935987,1.0,1
2026-08-14T12:42:00,BANKBARODA,SELL,182.21,199.5,-17.29,195.7639049201578,196.3306093540869,-0.5667044339290896,-0.0036307681946535844,-0.0006040265909136134,-0.5947028340429767,182.21,-0.008273009307135372,-0.043567266810141114,-0.07144677164551792,182.21,182.21,0.0,0.0,0.0009837308696713809,0.005348498312767521,0.0,0
2026-08-11T11:19:00,SAIL,BUY,51.39,33.3,-18.09,36.77063183503148,36.62163766595354,0.1489941690779375,0.02137263795169812,0.0034003361954656037,0.6453365445751231,51.39,0.04493696624644166,0.226491646778043,0.713,51.39,51.39,0.0,0.0,0.005252795195141364,0.019176669826884797,1.0,0
2026-08-11T12:44:00,SAIL,SELL,33.3,59.7,-26.4,46.226221870157346,46.691554886017045,-0.46533301585969866,-0.014503890745884178,-0.002404364173543202,-0.5677933921779754,33.3,-0.03422273781902552,-0.13281250000000006,-0.19526341227646218,33.3,33.3,0.0,0.0,0.015134264506282451,0.021507396983318345,0.0,0
2026-08-11T13:54:00,SAIL,BUY,59.7,42.45,-17.25,42.464498446268735,42.009762652080596,0.4547357941881387,0.02182842010668984,0.003551207165013518,0.7584742040174959,59.7,0.019293153491548618,0.15630447414294016,0.6869172082509184,59.7,59.7,0.0,0.0,0.006535350916215082,0.009947170253128256,1.0,0
2026-08-11T15:13:00,SAIL,SELL,42.45,49.51,-7.06,47.26894980663476,47.43992534112989,-0.1709755344951347,-0.005337019662979713,-0.0008831193205824773,-0.2116967914675172,42.45,0.004258339247693393,0.017985611510791366,-0.13438009787928215,42.45,42.45,0.0,0.0,0.005052887307805081,0.009332610008768968,0.0,0
